race,sex,age_cat,decile_score,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,score_text,length_of_stay,two_year_recid
0,1,0,7,0,-1.0,0,0,1,2,0
0,1,2,4,3,-1.0,0,0,0,2,0
0,1,1,9,21,0.0,0,1,2,117,1
0,0,1,3,0,0.0,1,0,0,-1,0
1,1,2,1,1,-1.0,0,0,0,1,0
1,1,1,4,4,-25.0,0,0,0,3,0
0,1,2,1,1,-23.0,0,0,0,1,0
0,1,1,2,1,-1.0,0,1,0,0,1
1,1,0,3,1,-1.0,0,0,0,0,0
1,1,2,1,3,-1.0,0,0,0,1,0
1,1,1,9,2,-1.0,0,1,2,0,1
1,1,1,2,3,0.0,0,0,0,0,0
1,1,1,3,1,-1.0,0,0,0,41,0
0,1,0,10,0,-1.0,0,0,2,0,0
0,1,0,7,1,-1.0,0,0,1,0,0
1,1,2,1,0,0.0,1,0,0,-1,0
1,1,1,5,3,0.0,0,1,1,-1,1
0,1,1,2,3,0.0,0,1,0,4,1
1,1,2,1,0,-1.0,0,1,0,24,1
1,1,0,6,2,-20.0,0,0,1,7,0
1,1,1,4,1,0.0,0,1,0,0,1
0,1,1,8,15,-1.0,0,0,2,54,0
0,1,1,2,0,-1.0,0,0,0,3,0
0,1,1,7,10,-1.0,0,1,1,0,1
0,0,0,9,3,-2.0,1,0,2,1,0
1,1,1,3,6,0.0,1,1,0,0,1
0,1,1,7,9,-1.0,0,1,1,53,1
1,1,1,4,9,0.0,0,0,0,0,0
0,0,1,10,10,0.0,0,1,2,0,1
0,1,1,7,0,-1.0,0,1,1,1,1
0,1,2,8,23,-1.0,0,1,2,30,1
1,0,1,7,8,-1.0,0,1,1,31,1
1,1,2,2,3,-1.0,0,0,0,23,0
1,0,0,9,0,-1.0,1,0,2,1,0
0,0,1,6,2,-15.0,0,0,1,14,0
0,1,1,3,2,-1.0,1,1,0,2,1
0,1,2,8,13,-1.0,0,1,2,1,1
0,1,0,3,0,-4.0,1,1,0,0,1
0,0,2,1,1,-1.0,0,0,0,1,0
1,1,1,6,2,-29.0,0,0,1,29,0
1,1,1,4,10,0.0,1,0,0,1,0
1,1,1,5,2,-1.0,0,0,1,2,0
0,0,1,5,3,-1.0,0,0,1,0,0
0,1,1,10,1,-1.0,0,0,2,3,0
1,1,1,1,2,-3.0,1,0,0,1,0
0,1,1,8,5,-19.0,0,0,2,6,0
1,1,2,1,0,0.0,1,0,0,2,0
0,1,1,2,2,0.0,0,1,0,3,1
0,1,1,3,7,-1.0,0,0,0,195,0
1,1,2,4,3,0.0,1,1,0,25,1
0,1,1,6,3,-1.0,0,1,1,2,1
1,0,2,1,1,-1.0,1,1,0,1,1
0,0,1,5,0,0.0,0,1,1,0,1
0,0,0,2,0,-1.0,1,0,0,0,0
0,1,1,8,6,-1.0,0,1,2,13,1
0,0,1,6,4,-1.0,0,0,1,1,0
0,1,1,6,14,27.0,0,1,1,22,1
1,1,0,2,1,-8.0,1,0,0,2,0
1,1,2,3,3,-13.0,0,1,0,13,1
0,0,1,3,3,-1.0,0,0,0,1,0
0,0,1,6,4,-1.0,0,1,1,0,1
1,1,0,3,2,-1.0,0,1,0,0,1
0,1,1,4,2,-1.0,0,1,0,0,1
0,1,1,6,0,-1.0,0,0,1,2,0
1,1,1,1,0,-1.0,1,0,0,0,0
0,0,1,2,3,-1.0,0,0,0,30,0
0,1,1,2,1,-1.0,0,1,0,1,1
1,1,1,5,6,-3.0,0,1,1,0,1
0,1,2,3,3,-8.0,0,1,0,8,0
0,1,0,2,1,-1.0,1,1,0,0,1
0,1,1,10,0,-1.0,0,0,2,141,0
1,1,1,8,9,-8.0,0,1,2,8,1
0,1,0,9,9,-7.0,1,1,2,4,1
0,1,1,9,16,-1.0,0,1,2,52,1
0,1,0,9,0,-1.0,0,0,2,1,0
0,1,0,8,7,-1.0,0,1,2,1,1
1,1,2,1,0,-1.0,0,0,0,0,0
0,0,1,7,4,0.0,0,1,1,0,1
0,1,2,7,1,-1.0,1,1,1,10,0
1,1,2,1,0,0.0,0,1,0,35,1
0,1,2,8,3,-1.0,0,1,2,39,1
0,1,1,8,14,-1.0,0,0,2,1,0
1,1,1,2,0,0.0,1,0,0,1,0
0,1,1,10,21,-1.0,0,1,2,1,0
0,0,1,2,3,-1.0,0,1,0,0,1
0,1,0,8,1,0.0,0,1,2,0,1
0,1,1,10,9,-1.0,0,1,2,17,1
0,1,2,9,9,-1.0,0,1,2,115,1
0,1,0,8,0,0.0,0,1,2,6,1
1,0,1,5,2,-1.0,0,1,1,62,1
0,1,0,8,3,0.0,1,1,2,17,1
1,1,1,4,1,-1.0,0,0,0,14,0
1,1,2,4,4,0.0,0,0,0,1,0
0,1,0,4,0,0.0,0,1,0,0,0
0,1,2,4,8,0.0,1,1,0,-1,1
0,1,1,2,4,-1.0,0,1,0,1,1
0,1,0,9,4,-1.0,0,1,2,143,1
0,1,1,8,5,0.0,0,0,2,1,0
1,1,0,4,0,0.0,1,1,0,9,1
1,0,1,6,1,-5.0,1,1,1,4,1
0,1,1,8,3,-1.0,0,1,2,0,1
0,1,1,6,10,-1.0,0,1,1,3,1
0,1,0,4,1,-1.0,1,0,0,1,0
0,1,1,2,1,-1.0,0,0,0,0,0
0,1,0,7,2,-6.0,0,1,1,0,1
0,1,0,9,6,-1.0,0,1,2,1,1
1,1,1,7,17,-1.0,0,1,1,181,1
0,1,1,3,1,-1.0,0,0,0,0,0
0,1,1,8,6,-1.0,0,1,2,0,1
1,1,1,3,1,-1.0,1,0,0,43,0
1,1,1,1,2,-1.0,1,0,0,1,0
1,1,1,5,10,-1.0,0,1,1,6,1
1,1,0,5,4,-1.0,1,1,1,0,1
0,1,2,3,10,-3.0,0,1,0,1,1
0,1,1,6,9,0.0,0,1,1,0,1
1,1,1,4,1,0.0,0,1,0,8,1
1,1,1,1,1,0.0,0,0,0,1,0
1,1,1,2,1,-1.0,0,0,0,0,0
0,1,1,8,2,0.0,0,1,2,-1,1
0,1,0,2,0,-1.0,1,1,0,1,1
0,1,1,8,4,-1.0,0,1,2,19,1
0,1,1,2,0,-1.0,0,1,0,5,1
1,0,1,2,0,-1.0,1,0,0,1,0
0,1,1,9,19,-4.0,0,1,2,0,1
1,1,1,1,0,-1.0,1,0,0,0,0
0,1,1,8,6,-1.0,0,1,2,34,1
1,1,1,2,0,0.0,1,1,0,1,1
1,0,1,5,2,-1.0,0,1,1,1,1
0,1,1,9,8,0.0,0,1,2,64,1
0,1,1,7,0,-1.0,0,0,1,0,0
0,1,2,4,8,-1.0,0,1,0,5,0
1,1,0,4,1,-1.0,1,1,0,0,1
0,1,1,4,6,-1.0,0,1,0,39,1
0,1,1,1,0,-1.0,0,0,0,1,0
1,1,1,5,4,-1.0,0,0,1,47,0
1,0,0,9,2,-2.0,0,0,2,0,0
0,1,2,7,13,-1.0,1,1,1,6,1
1,1,0,9,0,0.0,0,1,2,18,1
1,0,1,10,5,16.0,0,0,2,55,0
0,0,0,7,0,-1.0,0,0,1,2,0
0,1,1,2,3,-1.0,0,0,0,1,0
0,0,1,5,5,-1.0,0,1,1,33,1
1,0,1,2,0,-2.0,1,0,0,0,0
0,1,0,4,0,0.0,1,0,0,1,0
1,1,1,3,3,-1.0,0,0,0,65,0
1,1,1,4,0,0.0,0,0,0,11,0
0,1,0,7,1,-21.0,0,1,1,20,1
0,1,0,4,0,-1.0,1,1,0,1,0
0,0,2,1,1,-1.0,0,0,0,0,0
0,1,0,10,3,-1.0,0,1,2,53,1
0,1,0,5,1,-1.0,0,1,1,75,1
0,0,0,4,1,-1.0,0,1,0,0,1
1,0,1,6,7,-30.0,0,1,1,6,1
1,1,1,2,2,-1.0,0,1,0,10,1
0,0,0,6,2,-1.0,0,1,1,1,1
1,1,1,7,0,0.0,0,0,1,-1,0
0,1,0,10,2,-1.0,1,1,2,506,1
0,1,1,2,1,-1.0,0,0,0,0,0
0,1,1,1,1,-1.0,1,1,0,1,1
0,1,1,10,24,-1.0,1,1,2,85,1
0,1,1,7,1,-1.0,0,0,1,5,0
1,1,2,1,0,-1.0,0,1,0,1,0
1,0,1,6,1,-1.0,1,1,1,1,1
0,0,0,5,0,-1.0,1,0,1,0,0
0,0,1,4,0,-1.0,1,0,0,1,0
0,1,1,9,7,-1.0,0,1,2,4,1
0,1,2,3,6,-1.0,0,0,0,1,0
1,0,1,4,2,-28.0,0,1,0,27,1
0,1,1,5,5,-1.0,1,1,1,51,1
1,1,1,5,6,-1.0,1,1,1,1,1
1,1,2,1,0,0.0,1,0,0,1,0
0,1,1,7,5,0.0,0,1,1,30,1
0,1,0,4,0,-1.0,0,1,0,1,1
0,1,1,7,10,-1.0,0,1,1,243,1
0,1,0,9,2,-16.0,0,1,2,0,1
0,1,1,9,10,-1.0,0,1,2,4,1
0,0,2,1,0,-1.0,1,0,0,77,0
0,1,1,2,0,-1.0,1,0,0,7,0
0,1,0,8,7,-11.0,0,1,2,11,1
0,1,1,3,3,-1.0,0,1,0,15,1
0,1,1,4,7,0.0,0,0,0,0,0
1,0,1,4,0,-1.0,1,0,0,0,0
0,1,1,1,1,-1.0,0,0,0,1,0
0,1,0,5,0,-1.0,0,1,1,2,1
0,1,1,7,2,-1.0,1,0,1,0,0
0,1,1,1,1,-1.0,1,1,0,1,1
1,1,1,9,18,-1.0,0,1,2,178,1
0,0,1,1,3,0.0,0,1,0,0,1
1,1,0,7,0,-1.0,0,1,1,0,1
0,1,1,1,0,-1.0,1,1,0,1,1
0,1,2,6,6,-1.0,1,1,1,8,1
0,0,2,3,4,-1.0,0,0,0,13,0
1,0,0,6,1,0.0,1,0,1,1,0
1,1,1,3,0,0.0,1,1,0,0,1
0,1,1,8,5,0.0,0,1,2,0,1
0,1,1,1,1,-1.0,1,0,0,3,0
1,0,2,2,2,-3.0,0,0,0,0,0
0,1,1,10,1,0.0,0,1,2,57,1
0,1,1,8,23,-1.0,0,1,2,1,1
0,1,1,10,25,0.0,1,1,2,0,1
0,1,1,10,18,-1.0,0,1,2,12,1
0,1,2,1,1,-1.0,1,0,0,1,0
0,1,1,7,11,-1.0,0,1,1,0,0
1,0,1,3,0,-1.0,0,0,0,1,0
1,1,1,9,9,-1.0,0,0,2,0,0
0,1,0,10,7,-1.0,0,1,2,10,1
1,1,1,1,0,-1.0,0,0,0,0,0
0,1,1,7,7,-19.0,0,0,1,19,0
0,0,1,3,0,-1.0,1,1,0,3,1
0,1,1,2,1,-1.0,0,0,0,0,0
0,1,1,2,3,-1.0,1,0,0,1,0
0,0,1,5,3,-1.0,0,0,1,61,0
0,1,1,8,26,-1.0,0,1,2,0,1
1,1,2,1,1,-1.0,0,0,0,0,0
1,1,2,1,1,-1.0,0,0,0,0,0
0,1,0,4,1,-1.0,1,0,0,2,0
0,1,1,4,0,0.0,0,0,0,1,0
0,1,2,8,11,-1.0,0,0,2,1,0
1,1,2,2,13,-1.0,0,0,0,0,0
0,1,1,7,9,-1.0,0,1,1,0,1
1,0,1,4,1,-1.0,0,0,0,39,0
0,0,1,6,5,0.0,0,1,1,0,1
0,1,2,1,0,-1.0,0,0,0,0,0
1,1,1,4,0,0.0,0,0,0,8,0
0,1,0,4,2,0.0,0,1,0,0,1
0,1,0,7,1,-1.0,0,1,1,0,1
0,0,1,8,10,-3.0,0,0,2,1,0
1,1,0,9,8,0.0,0,1,2,37,0
1,0,1,8,2,-1.0,0,1,2,1,1
1,1,1,3,0,-1.0,0,0,0,0,0
1,1,1,2,0,-1.0,0,0,0,0,0
0,1,1,1,4,0.0,1,1,0,-1,1
0,1,1,1,0,-1.0,0,1,0,0,1
1,1,2,3,2,-1.0,0,0,0,0,0
1,0,2,5,10,-1.0,0,1,1,41,1
0,1,0,3,0,-1.0,0,1,0,0,1
0,0,0,5,1,-2.0,0,1,1,1,1
0,1,1,8,0,0.0,0,1,2,-1,1
0,1,0,7,1,-1.0,0,1,1,1,1
1,1,0,7,2,-1.0,0,1,1,10,1
0,1,0,9,0,-1.0,0,1,2,14,1
1,1,1,1,2,-26.0,0,0,0,1,0
1,0,2,1,0,-2.0,1,0,0,0,0
0,1,0,6,1,-1.0,0,1,1,57,1
0,1,1,4,0,0.0,0,0,0,0,0
1,1,0,3,1,-1.0,0,0,0,1,0
1,1,1,7,3,0.0,0,1,1,1,1
0,0,1,1,1,-1.0,0,0,0,1,0
1,1,2,3,3,0.0,1,0,0,1,0
0,1,1,3,0,-2.0,1,0,0,0,0
1,1,1,1,0,-1.0,1,1,0,2,1
0,1,0,10,3,22.0,0,1,2,0,1
0,1,0,8,3,0.0,0,1,2,-1,1
1,1,2,3,2,0.0,0,0,0,1,0
0,1,1,4,0,0.0,1,0,0,21,0
1,0,1,4,0,-1.0,0,1,0,0,1
1,1,1,1,0,-1.0,0,0,0,1,0
0,1,0,9,0,0.0,1,1,2,97,1
1,1,0,8,0,0.0,0,1,2,0,1
1,1,1,5,3,-1.0,0,1,1,1,1
1,1,1,9,0,0.0,0,1,2,0,1
0,1,1,5,7,-1.0,0,1,1,77,1
1,1,2,1,0,-1.0,1,0,0,1,0
0,0,1,7,11,0.0,0,0,1,0,0
0,1,1,4,7,0.0,0,0,0,1,0
0,1,1,4,1,-24.0,0,1,0,0,1
0,0,1,8,15,0.0,1,1,2,1,1
1,1,1,4,9,-1.0,1,0,0,0,0
0,1,1,6,0,0.0,0,1,1,3,1
1,0,1,4,0,0.0,1,0,0,2,0
1,1,1,5,5,-1.0,0,1,1,1,1
1,1,1,1,0,0.0,1,1,0,0,1
0,1,1,2,4,-9.0,0,0,0,7,0
0,1,1,3,1,0.0,1,1,0,0,1
1,0,0,7,2,-1.0,1,1,1,2,1
1,1,2,1,0,-1.0,0,0,0,0,0
1,1,2,1,1,-1.0,0,1,0,0,1
1,1,1,4,3,-1.0,1,1,0,1,1
1,1,1,1,1,0.0,0,1,0,0,1
0,1,1,1,0,-1.0,1,1,0,1,1
0,1,1,1,0,0.0,1,0,0,0,0
1,1,1,3,5,-21.0,0,0,0,18,0
0,1,0,3,0,-1.0,0,0,0,1,0
0,1,1,7,8,-1.0,1,0,1,1,0
1,1,2,2,7,-23.0,0,0,0,0,0
0,1,2,2,3,-27.0,1,1,0,1,1
1,1,2,6,7,0.0,0,1,1,36,1
1,1,1,1,5,-11.0,0,1,0,3,1
1,1,2,5,3,0.0,1,0,1,63,0
1,1,1,1,0,-7.0,0,0,0,0,0
0,1,1,7,27,-1.0,1,0,1,0,0
0,1,1,6,5,-1.0,0,0,1,2,0
0,0,1,1,0,-1.0,1,1,0,2,1
1,1,0,10,0,-1.0,0,1,2,6,1
1,0,1,10,2,-1.0,0,1,2,32,1
1,1,0,5,0,-1.0,1,0,1,0,0
0,1,0,2,0,0.0,1,1,0,1,1
0,1,0,9,1,-1.0,1,1,2,123,1
0,1,1,3,0,-1.0,1,1,0,0,1
1,1,2,2,8,0.0,0,0,0,39,0
0,1,1,2,1,-1.0,1,0,0,2,0
1,0,1,5,0,0.0,1,0,1,0,0
1,1,2,1,0,-1.0,0,0,0,1,0
1,1,2,9,16,-4.0,0,1,2,11,1
0,1,1,1,3,-1.0,0,1,0,1,1
0,1,2,1,0,-6.0,1,0,0,0,0
1,0,1,6,3,-27.0,0,1,1,27,1
0,0,1,2,0,-3.0,0,0,0,0,0
0,1,1,8,11,-1.0,0,0,2,4,0
0,1,1,8,11,0.0,0,1,2,0,1
0,1,1,1,4,-1.0,1,1,0,0,0
0,0,0,9,1,-1.0,0,1,2,434,1
1,0,1,1,1,-1.0,0,0,0,1,0
0,1,1,1,0,-1.0,1,1,0,2,1
1,1,1,8,7,-1.0,0,1,2,69,1
0,1,0,8,1,-1.0,0,0,2,1,0
0,1,0,9,0,-1.0,0,1,2,7,1
1,0,1,4,3,-1.0,0,0,0,0,0
0,1,2,4,1,0.0,1,0,0,1,0
1,1,2,2,3,-1.0,0,0,0,191,0
0,1,1,7,2,-1.0,0,1,1,246,1
0,1,0,8,0,-1.0,1,0,2,1,0
1,1,2,1,0,-2.0,0,0,0,2,0
0,1,1,7,9,-17.0,0,0,1,12,0
0,0,0,10,2,16.0,0,1,2,116,1
0,1,1,10,8,0.0,0,1,2,2,1
0,0,1,5,2,-2.0,1,0,1,0,0
0,1,1,5,5,-1.0,1,0,1,0,0
0,1,0,6,1,-1.0,0,1,1,1,1
0,1,1,4,2,-1.0,1,0,0,2,0
1,1,1,1,0,-2.0,1,0,0,0,0
0,1,1,2,0,-1.0,0,0,0,1,0
0,1,0,4,2,-22.0,0,1,0,16,1
1,1,2,1,2,-19.0,0,0,0,18,0
0,0,1,9,0,-1.0,0,1,2,29,1
0,0,1,3,2,-1.0,0,0,0,2,0
1,1,1,4,5,-1.0,0,1,0,101,1
0,1,0,5,3,-1.0,0,1,1,3,1
1,0,1,2,3,9.0,1,1,0,1,1
1,1,2,1,9,-24.0,1,1,0,19,1
0,0,0,8,1,-1.0,0,1,2,3,1
0,1,2,5,2,-28.0,1,1,1,0,1
1,0,2,2,1,-4.0,1,0,0,3,0
0,1,0,10,1,-1.0,0,1,2,1,1
0,0,1,6,3,0.0,0,1,1,0,1
0,1,2,4,0,-1.0,1,0,0,1,0
0,1,1,9,2,-1.0,0,1,2,1,0
1,0,1,3,1,-1.0,0,1,0,21,1
0,1,2,6,4,-1.0,0,0,1,1,0
0,1,1,10,21,-1.0,1,1,2,5,1
1,1,1,2,0,-1.0,0,0,0,0,0
1,1,1,3,1,-1.0,0,0,0,1,0
1,0,1,1,2,-1.0,0,0,0,1,0
0,0,0,9,4,-1.0,0,1,2,5,1
1,0,1,4,0,0.0,0,1,0,0,1
1,0,1,2,4,-1.0,0,0,0,0,0
0,1,1,9,20,0.0,0,1,2,35,1
0,1,0,3,1,-1.0,0,1,0,1,1
0,1,2,1,0,0.0,1,0,0,1,0
0,1,1,2,1,0.0,0,0,0,0,0
0,1,0,4,1,-1.0,0,1,0,1,1
0,0,0,10,0,-1.0,0,1,2,33,1
1,0,1,2,0,-1.0,0,1,0,2,1
0,1,0,2,0,-1.0,0,0,0,1,0
0,1,1,5,4,0.0,0,0,1,0,0
0,1,1,2,0,-1.0,1,0,0,1,0
1,1,1,2,0,-1.0,0,0,0,0,0
0,1,0,9,3,-1.0,0,0,2,33,0
1,1,1,2,5,0.0,0,0,0,6,0
1,1,2,2,1,-1.0,0,0,0,17,0
0,1,0,8,0,-1.0,0,1,2,5,1
0,1,0,8,7,-1.0,0,1,2,68,1
1,1,0,4,0,-1.0,0,0,0,0,0
0,1,2,3,13,-13.0,0,0,0,0,0
0,0,0,5,2,-1.0,0,0,1,1,0
1,1,2,4,7,-1.0,0,0,0,-1,0
0,1,1,5,3,-1.0,0,1,1,3,1
0,1,0,4,1,-1.0,0,1,0,0,1
0,1,2,1,0,-1.0,0,0,0,218,0
1,1,0,5,3,-1.0,0,1,1,7,1
0,1,1,4,1,-5.0,1,0,0,2,0
1,0,1,6,0,-1.0,1,0,1,29,0
0,1,2,1,1,-1.0,1,0,0,2,0
1,1,1,1,1,0.0,1,1,0,-1,0
0,1,1,1,0,-1.0,1,0,0,2,0
1,1,2,1,1,-4.0,0,0,0,1,0
0,1,1,4,7,0.0,0,0,0,0,0
1,1,1,6,5,-1.0,0,1,1,0,1
1,0,1,6,0,-1.0,0,0,1,2,0
1,1,0,9,2,0.0,0,1,2,0,1
1,1,0,6,1,-1.0,0,1,1,48,1
0,0,0,8,2,-1.0,1,1,2,34,1
0,1,1,8,6,-1.0,0,1,2,35,1
0,0,1,2,0,-2.0,1,0,0,0,0
1,1,2,3,3,-1.0,1,1,0,92,1
0,0,0,4,2,-1.0,0,0,0,1,0
1,1,1,8,4,0.0,0,1,2,29,1
1,1,2,1,0,-1.0,1,0,0,0,0
0,1,0,10,14,-1.0,0,1,2,180,1
0,1,1,6,11,-1.0,0,0,1,18,0
0,1,2,9,22,-1.0,0,1,2,34,1
1,1,0,3,0,-1.0,0,0,0,0,0
0,1,1,8,5,-1.0,1,0,2,1,0
0,1,2,8,19,-1.0,0,1,2,212,1
0,1,2,4,0,-1.0,1,1,0,30,1
1,1,1,3,1,0.0,1,0,0,42,0
0,1,1,1,0,-1.0,0,0,0,2,0
1,1,1,6,0,0.0,0,1,1,0,1
0,1,1,4,5,-1.0,0,1,0,225,1
0,0,1,2,0,-1.0,0,0,0,1,0
1,0,1,7,1,-1.0,0,0,1,84,0
0,1,1,7,2,-1.0,0,1,1,132,1
0,0,1,7,9,-1.0,0,1,1,14,1
0,1,0,10,3,-1.0,0,1,2,44,1
0,1,1,9,5,-1.0,0,0,2,0,0
0,1,1,7,11,-1.0,1,1,1,0,1
0,1,2,7,13,-1.0,0,0,1,91,0
0,1,1,8,4,0.0,0,1,2,0,1
1,0,1,3,1,-27.0,1,0,0,0,0
0,1,1,7,6,0.0,0,1,1,1,1
1,1,1,5,9,-1.0,0,1,1,1,1
1,1,1,4,4,0.0,1,1,0,0,1
1,1,0,10,3,0.0,1,1,2,10,1
1,1,1,6,0,-1.0,0,0,1,2,0
1,0,1,6,0,-2.0,1,0,1,0,0
0,1,1,5,0,-1.0,1,1,1,1,1
1,1,2,1,1,-1.0,0,0,0,3,0
1,0,1,5,1,-2.0,1,1,1,2,1
0,1,1,5,8,0.0,0,0,1,2,0
0,1,1,1,0,-1.0,0,0,0,1,0
1,1,1,3,2,-21.0,0,0,0,19,0
0,1,2,6,22,-1.0,0,1,1,69,1
1,1,2,2,0,-1.0,1,1,0,3,1
0,1,1,8,2,-1.0,0,1,2,0,1
1,1,2,1,1,-1.0,1,0,0,0,0
1,1,2,4,2,-1.0,0,0,0,40,0
1,1,1,6,0,-1.0,1,1,1,17,1
0,1,1,8,6,-1.0,0,1,2,10,1
1,1,1,1,1,-1.0,0,0,0,1,0
1,0,1,4,5,-1.0,1,1,0,6,1
0,1,1,2,0,-1.0,1,0,0,0,0
1,1,1,1,0,-1.0,0,0,0,3,0
1,0,2,1,3,-25.0,1,0,0,0,0
1,1,1,1,4,-1.0,0,1,0,17,1
0,1,0,6,6,0.0,0,1,1,1,1
0,0,1,1,0,-1.0,1,1,0,0,1
0,1,1,4,5,0.0,0,0,0,0,0
1,1,1,5,12,-1.0,0,0,1,0,0
0,0,1,2,2,-1.0,0,1,0,1,1
0,1,1,5,0,-1.0,0,0,1,0,0
1,0,1,3,0,-1.0,1,0,0,0,0
0,1,1,9,7,0.0,0,1,2,37,1
0,1,0,6,0,0.0,0,1,1,0,1
1,0,1,5,1,-30.0,1,0,1,28,0
1,1,1,5,0,-1.0,0,0,1,126,0
0,0,1,2,2,0.0,0,0,0,0,0
1,0,2,3,4,-11.0,0,0,0,8,0
1,1,1,4,3,-1.0,0,1,0,2,0
0,1,1,7,3,-1.0,0,0,1,13,0
0,1,1,8,17,0.0,0,1,2,0,1
1,1,1,6,3,0.0,0,1,1,-1,1
0,1,1,6,10,-1.0,0,1,1,0,1
1,1,2,3,5,0.0,1,1,0,0,1
1,0,0,7,0,-1.0,1,0,1,0,0
1,1,2,4,10,0.0,0,1,0,2,1
0,1,1,9,16,-1.0,0,1,2,241,1
0,1,1,5,6,-1.0,1,1,1,2,1
0,1,1,8,4,-1.0,0,1,2,24,1
0,1,0,3,0,0.0,0,0,0,1,0
1,0,2,1,0,-3.0,1,0,0,0,0
1,1,1,8,1,-1.0,0,1,2,10,1
1,1,0,4,1,-11.0,0,1,0,8,0
1,1,1,1,0,-1.0,1,1,0,0,1
0,1,1,7,14,-1.0,0,1,1,173,1
1,0,2,1,0,0.0,1,0,0,1,0
0,0,0,3,0,-1.0,1,0,0,1,0
1,0,1,3,4,-2.0,0,1,0,0,1
1,1,2,9,2,0.0,0,1,2,4,1
0,1,1,1,5,-1.0,0,0,0,4,0
0,1,1,1,1,-1.0,1,1,0,1,1
0,1,0,7,1,-1.0,0,0,1,0,0
0,1,2,4,9,-1.0,0,0,0,5,0
1,1,2,4,1,-1.0,1,0,0,1,0
0,1,0,3,2,0.0,0,1,0,0,1
1,0,2,1,1,-1.0,1,1,0,1,1
0,1,1,5,21,-1.0,0,0,1,29,0
0,0,1,2,1,-1.0,0,0,0,0,0
1,1,0,7,4,-1.0,1,1,1,33,1
0,0,1,10,22,-1.0,0,1,2,3,1
1,0,1,6,0,-1.0,1,1,1,1,1
0,1,0,3,0,0.0,0,0,0,-1,0
0,1,1,1,0,-1.0,0,1,0,1,1
1,0,2,1,0,0.0,1,0,0,1,0
0,1,2,3,3,-18.0,0,0,0,2,0
0,1,1,7,9,-1.0,1,1,1,0,1
1,1,1,2,0,-1.0,1,0,0,1,0
0,1,1,2,1,-1.0,0,0,0,0,0
1,1,2,1,0,-3.0,1,0,0,0,0
0,1,1,3,2,-1.0,0,0,0,27,0
0,1,0,6,2,-1.0,0,1,1,1,1
1,1,1,4,0,0.0,1,0,0,56,0
0,1,1,4,13,-1.0,0,1,0,0,1
0,1,1,6,4,0.0,0,0,1,-1,0
0,1,1,2,1,-1.0,1,0,0,1,0
0,1,1,8,1,-1.0,0,0,2,40,0
1,1,1,1,0,-1.0,1,0,0,0,0
1,1,1,3,0,-1.0,0,0,0,0,0
1,0,1,1,0,-1.0,1,1,0,0,1
0,1,2,9,19,-1.0,0,0,2,13,0
0,1,2,5,7,-1.0,1,0,1,0,0
0,0,1,1,1,-1.0,1,0,0,0,0
1,1,1,7,5,-2.0,0,1,1,0,1
0,1,1,4,1,-1.0,0,0,0,0,0
1,1,2,1,1,-26.0,0,0,0,0,0
1,1,1,3,1,0.0,0,0,0,-1,0
0,0,1,6,4,-1.0,1,1,1,1,1
1,1,1,5,3,-1.0,0,1,1,1,1
0,1,1,1,0,-1.0,0,0,0,0,0
1,1,2,1,0,0.0,1,0,0,1,0
1,1,1,4,1,-15.0,1,1,0,4,1
0,0,1,3,1,-1.0,0,1,0,0,1
1,0,1,3,0,-1.0,1,0,0,0,0
1,1,2,3,6,0.0,0,1,0,2,1
0,1,0,8,8,-1.0,0,1,2,214,1
1,1,1,2,0,-1.0,0,1,0,0,1
0,1,1,7,8,-1.0,0,1,1,348,1
0,1,2,7,20,-1.0,1,1,1,46,0
0,1,1,5,10,-1.0,1,1,1,0,1
0,1,0,7,1,-1.0,0,1,1,6,1
0,1,2,4,4,-26.0,0,0,0,1,0
0,1,1,1,0,-3.0,0,1,0,33,1
1,1,1,8,0,-1.0,1,1,2,29,1
0,1,1,7,2,-1.0,0,1,1,0,1
1,1,1,5,0,-1.0,1,1,1,2,1
0,1,0,5,0,-1.0,0,0,1,2,0
1,1,0,7,2,-1.0,0,1,1,1,1
1,1,1,5,3,0.0,1,0,1,0,0
0,0,1,2,0,0.0,1,0,0,0,0
0,1,0,9,11,-1.0,0,1,2,51,1
1,1,2,1,0,0.0,0,0,0,37,0
0,1,0,4,2,-1.0,1,1,0,1,1
0,1,1,8,7,0.0,0,1,2,0,1
0,1,0,2,1,-1.0,0,0,0,0,0
1,1,2,1,1,-1.0,0,0,0,1,0
1,1,2,1,3,-1.0,0,0,0,2,0
0,1,0,4,1,-1.0,1,1,0,0,1
1,0,1,2,0,-2.0,1,0,0,1,0
1,1,1,1,0,0.0,1,1,0,0,1
0,1,1,10,16,-1.0,0,1,2,0,1
0,1,1,6,0,0.0,1,0,1,0,0
1,0,1,3,2,-1.0,1,1,0,0,1
1,1,1,6,16,-1.0,0,1,1,1,1
0,0,2,1,1,-1.0,0,0,0,0,0
0,1,1,4,0,-1.0,0,1,0,0,1
0,1,1,3,0,-1.0,1,0,0,1,0
0,1,1,9,19,-1.0,0,1,2,179,1
0,1,0,7,1,0.0,0,0,1,0,0
1,1,1,2,0,0.0,1,0,0,0,0
0,1,2,1,13,0.0,0,1,0,242,1
0,1,1,5,4,-12.0,0,1,1,2,1
1,1,1,6,2,-1.0,0,1,1,0,0
1,1,2,2,2,0.0,0,0,0,97,0
